state,county,last_sdx_code,frst_sdx_code,hh_size,treat,treat1overN,treatMoverN,confdr_hh_count,frac_confdr_count_men,confdr_hh_count_1861,confdr_hh_binary_1861,frac_confdr_count_men_1861,confdr_hh_MoverN,confdr_any_MoverN,frac_confdr_MoverN_men,children_size,sons_size,slaves_hh_count,realprop_head,realprop_hsum,confdr_hh_binary,battle_county
Georgia,HALL,L0031,F681,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,HALL,L1124,F024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1500,1500,0,0
Georgia,HALL,L0264,F476,10,0,0,0,2,1,2,1,1,2,1,1,1,1,0,1000,1000,1,0
Georgia,HALL,L1298,F446,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0
Georgia,HALL,L1346,F024,5,0,0.2,0.4,1,1,1,1,1,1,1,1,0,0,0,1500,1500,1,0
Georgia,HALL,L1324,F602,11,0,0,0,1,0.5,1,1,0.5,1,1,0.5,1,1,0,500,500,1,0
Georgia,HALL,L0767,F376,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0
Georgia,HALL,L0649,F678,13,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2000,2000,1,0
Georgia,HALL,L0975,F024,9,0,0.125,1,1,1,1,1,1,0.264705882352941,0.264705882352941,0.264705882352941,0,0,21,800,800,1,0
Georgia,HALL,L0061,F550,13,0,0.5,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0,600,600,1,0
Georgia,HALL,L1100,F496,5,0,0,0,1,1,1,1,1,1,1,1,0,0,8,1400,1400,1,0
Georgia,HALL,L0923,F047,12,1,1,1,1,1,1,1,1,1,1,1,0,0,2,800,800,1,0
Georgia,HALL,L1100,F245,13,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L1119,F376,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,0,0
Georgia,HALL,L0757,F024,5,1,1,1,1,1,1,1,1,1,1,1,0,0,10,1200,1200,1,0
Georgia,HALL,L0248,F052,10,0,0,0,1,1,1,1,1,1,1,1,0,0,0,800,800,1,0
Georgia,HALL,L1529,F561,4,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1000,1000,1,0
Georgia,HALL,L0882,F024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0
Georgia,HALL,L0492,F814,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,525,525,0,0
Georgia,HALL,L1123,F024,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Georgia,HALL,L0015,F168,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Georgia,HALL,L0170,F561,6,0,0,0,0,0,0,0,0,0,0,0,2,1,3,850,850,0,0
Georgia,HALL,L1012,F628,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0
Georgia,HALL,L0481,F468,10,0,0,0,1,1,1,1,1,1,1,1,0,0,0,500,500,1,0
Georgia,HALL,L1344,F376,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L0020,F024,10,1,1,1,1,1,1,1,1,1,1,1,0,0,12,0,0,1,0
Georgia,HALL,L0830,F178,5,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1000,1000,1,0
Georgia,HALL,L0721,F281,8,0,0,0,1,1,1,1,1,1,1,1,0,0,6,1000,1000,1,0
Georgia,HALL,L0205,F840,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Georgia,HALL,L1466,F725,10,0,0,0,2,1,0,0,0,2,1,1,1,1,0,0,0,1,0
Georgia,HALL,L0886,F421,5,0,0,0,1,1,1,1,1,0.2,0.2,0.2,0,0,0,500,500,1,0
Georgia,HALL,L1298,F202,10,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1000,1000,0,0
Georgia,HALL,L0264,F468,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,250,250,1,0
Georgia,HALL,L0298,F047,6,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L0309,F024,9,0,0.0625,0.6875,0,0,0,0,0,0,0,0,0,0,0,800,800,0,0
Georgia,HALL,L1356,F077,6,1,1,1,1,1,1,1,1,1,1,1,0,0,11,8000,8000,1,0
Georgia,HALL,L0552,F281,3,0,0,0,2,1,0,0,0,1.5,1,0.75,0,0,0,0,0,1,0
Georgia,HALL,L1119,F024,9,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Georgia,HALL,L1157,F077,3,0,0,0,1,1,1,1,1,1,1,1,0,0,0,500,500,1,0
Georgia,HALL,L0649,F491,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,0
Georgia,HALL,L0084,F202,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,0,0
Georgia,HALL,L0269,F039,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,HALL,L0126,F340,6,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L0592,F351,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0
Georgia,HALL,L0816,F055,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,0,0
Georgia,HALL,L0086,F561,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,2000,0,0
Georgia,HALL,L0272,F775,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,0,0
Georgia,HALL,L0382,F024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0
Georgia,HALL,L0001,F148,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,0,0
Georgia,HALL,L1157,F566,11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,500,500,1,0
Georgia,HALL,L1132,F148,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0
Georgia,HALL,L0837,F126,12,0,0,0,1,1,1,1,1,1,1,1,0,0,0,150,150,1,0
Georgia,HALL,L0822,F376,12,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0
Georgia,HALL,L1446,F024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,700,0,0
Georgia,HALL,L0282,F024,10,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2500,2500,1,0
Georgia,HALL,L1232,F035,9,0,0,0,1,1,0,0,0,1,1,1,1,0,0,206,206,1,0
Georgia,HALL,L0653,F561,6,0,0,0,1,1,1,1,1,1,1,1,0,0,0,300,300,1,0
Georgia,HALL,L0645,F376,6,0,0,0,1,1,1,1,1,1,1,1,0,0,4,1000,1000,1,0
Georgia,HALL,L0886,F743,8,0,0,0,1,1,0,0,0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0,0,500,500,1,0
Georgia,HALL,L1347,F536,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0
Georgia,HALL,L1349,F055,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0
Georgia,HALL,L1049,F050,8,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2000,2000,1,0
Georgia,HALL,L0840,F606,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800,0,0
Georgia,HALL,L0649,F340,8,0,0,0,1,1,0,0,0,0.25,0.25,0.25,0,0,0,500,500,1,0
Georgia,HALL,L0971,F376,11,0,0.2,1,1,1,0,0,0,0.7,0.7,0.7,0,0,0,200,200,1,0
Georgia,HALL,L1472,F351,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Georgia,HALL,L0975,F055,11,0,0.166666666666667,0.833333333333333,1,1,1,1,1,0.181818181818182,0.181818181818182,0.181818181818182,0,0,7,100,100,1,0
Georgia,HALL,L1276,F678,13,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0,0,0,50,50,1,0
Georgia,HALL,L1155,F714,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0
Georgia,HALL,L0975,F660,12,0,0,0,2,1,0,0,0,1.07692307692308,1,0.538461538461538,0,0,0,660,660,1,0
Georgia,HALL,L1132,F024,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0
Georgia,HALL,L0016,F096,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0
Georgia,HALL,L0022,F148,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0
Georgia,HALL,L0679,F609,6,0,0,0,0,0,0,0,0,0,0,0,1,1,21,3000,3000,0,0
Georgia,HALL,L1275,F024,12,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1000,1000,1,0
Georgia,HALL,L0636,F468,4,1,1,1,1,1,0,0,0,1,1,1,0,0,0,400,400,1,0
Georgia,HALL,L0161,F169,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,0,0
Georgia,HALL,L0999,F167,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,600,600,0,0
Georgia,HALL,L0547,F024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,400,0,0
Georgia,HALL,L1105,F376,10,0,0.333333333333333,1,1,1,0,0,0,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0,500,500,1,0
Georgia,HALL,L0021,F595,10,0,0,0,1,1,1,1,1,1,1,1,0,0,0,300,300,1,0
Georgia,HALL,L0923,F264,6,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L1308,F609,12,0,0,0,1,1,0,0,0,1,1,1,0,0,0,500,500,1,0
Georgia,HALL,L1551,F760,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0
Georgia,HALL,L0382,F376,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0
Georgia,HALL,L0270,F376,8,0,0,0,1,1,0,0,0,1,1,1,0,0,0,325,325,1,0
Georgia,HALL,L0642,F606,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0
Georgia,HALL,L0971,F340,5,0,0,0,1,1,1,1,1,1,1,1,0,0,0,250,250,1,0
Georgia,HALL,L1267,F376,9,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2500,2500,1,0
Georgia,HALL,L1267,F606,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1200,1200,0,0
Georgia,HALL,L1508,F604,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0
Georgia,HALL,L0636,F170,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,500,500,1,0
Georgia,HALL,L0022,F077,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,300,0,0
Georgia,HALL,L0629,F777,3,0,0,0,1,1,1,1,1,1,1,1,0,0,0,300,300,1,0
Georgia,HALL,L0107,F063,11,0,0,0,1,1,1,1,1,1,1,1,0,0,0,200,200,1,0
Georgia,HALL,L0107,F169,8,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0,0,0,300,300,1,0
Georgia,HALL,L1089,F799,12,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L1559,F376,9,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,46,3000,3000,1,0
Georgia,HALL,L0839,F468,9,0,0,0,1,1,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,1500,1500,1,0
Georgia,HALL,L1359,F714,4,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0,0,10.3333333333333,3500,3500,1,0
Georgia,HALL,L1365,F024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2000,2000,0,0
Georgia,HALL,L1470,F202,8,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L1587,F468,7,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1000,1000,1,0
Georgia,HALL,L0971,F448,9,0,0,0,2,1,1,1,0.5,1.33333333333333,1,0.666666666666667,0,0,2,200,200,1,0
Georgia,HALL,L0509,F785,3,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0,0,0,1000,1000,1,0
Georgia,HALL,L1276,F024,4,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L1597,F468,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0
Georgia,HALL,L1247,F468,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0
Georgia,HALL,L1038,F648,7,0,0,0,1,1,1,1,1,1,1,1,1,0,0,600,600,1,0
Georgia,HALL,L1564,F748,9,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1800,1800,1,0
Georgia,HALL,L0055,F024,12,0,0,0,1,1,1,1,1,0.4,0.4,0.4,0,0,0,500,500,1,0
Georgia,HALL,L1207,F532,7,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L0238,F230,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0
Georgia,HALL,L1092,F743,10,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
Georgia,HALL,L0863,F522,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0
Georgia,HALL,L0022,F639,8,0,0,0,1,0.5,0,0,0,0.75,0.75,0.375,1,1,0,300,300,1,0
Georgia,HALL,L1005,F522,5,0,0,0,1,1,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,500,500,1,0
Georgia,HALL,L1495,F024,9,1,1,1,1,1,0,0,0,1,1,1,0,0,0,300,300,1,0
Georgia,HALL,L1456,F202,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,750,750,0,0
Georgia,HANCOCK,L0809,F288,6,0,0,0,4,1,4,1,1,4,1,1,3,2,40,5000,5000,1,0
Georgia,HANCOCK,L0524,F468,8,0,0,0,3,1,1,1,0.333333333333333,1.33333333333333,0.833333333333333,0.444444444444444,6,2,0,1000,1000,1,0
Georgia,HANCOCK,L1245,F376,5,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,4.5,600,600,0,0
Georgia,HANCOCK,L1202,F148,5,0,0,0,4,1,3,1,0.75,4,1,1,1,1,0,0,0,1,0
Georgia,HANCOCK,L0943,F376,10,0,0,0,4,1,3,1,0.75,4,1,1,5,1,22,4000,4000,1,0
Georgia,HANCOCK,L0978,F468,4,1,1,1,1,1,1,1,1,1,1,1,0,0,2,600,600,1,0
Georgia,HANCOCK,L0954,F202,4,0,0,0,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0
Georgia,HANCOCK,L0390,F471,8,0,0,0,4,1,3,1,0.75,4,1,1,6,3,0,0,0,1,0
Georgia,HANCOCK,L0589,F167,4,0,0,0,1,1,0,0,0,1,1,1,1,0,0,2000,2000,1,0
Georgia,HANCOCK,L0578,F099,10,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1900,1900,0,0
Georgia,HANCOCK,L0749,F129,18,0,0,0,6,0.545454545454545,2,1,0.181818181818182,4.65151515151515,1,0.422865013774105,6,2,17,0,0,1,0
Georgia,HANCOCK,L0282,F024,8,0,0.25,0.25,2,1,1,1,0.5,2,1,1,5,0,21,4400,4400,1,0
Georgia,HANCOCK,L0005,F376,7,0,0,0,5,1,3,1,0.6,5,1,1,4,4,1,0,0,1,0
Georgia,HANCOCK,L1202,F376,7,1,1,1,5,1,4,1,0.8,5,1,1,3,3,7,5000,5400,1,0
Georgia,HANCOCK,L0016,F055,6,0,0.5,0.5,1,0.5,0,0,0,0.125,0.125,0.0625,2,0,23,3500,3500,1,0
Georgia,HANCOCK,L1164,F281,10,0,0,0,0,0,0,0,0,0,0,0,4,4,0,100,1100,0,0
Georgia,HANCOCK,L0762,F293,6,0,0,0,2,0.5,2,1,0.5,2,1,0.5,0,0,40,8000,8000,1,0
Georgia,HANCOCK,L0572,F024,10,0,0.25,0.75,5,1,4,1,0.8,5,1,1,7,4,22,7000,7000,1,0
Georgia,HANCOCK,L0894,F635,11,0,0,0,3,0.75,0,0,0,0.777777777777778,0.62962962962963,0.194444444444444,3,2,0,20000,20000,1,0
Georgia,HANCOCK,L0943,F612,9,0,0,0,4,0.666666666666667,1,1,0.166666666666667,2.66666666666667,1,0.444444444444444,4,3,14,1800,1800,1,0
Georgia,HANCOCK,L0269,F693,11,0,0,0,2,0.666666666666667,1,1,0.333333333333333,2,1,0.666666666666667,8,2,9,800,800,1,0
Georgia,HANCOCK,L0107,F024,6,0,0,0,3,1,3,1,1,3,1,1,2,1,0,0,0,1,0
Georgia,HANCOCK,L0031,F567,5,0,0,0,0,0,0,0,0,0,0,0,2,1,21,4000,4000,0,0
Georgia,HANCOCK,L1073,F613,6,0,0,0,3,0.75,3,1,0.75,3,1,0.75,1,1,45.5,12500,12500,1,0
Georgia,HANCOCK,L1247,F024,5,0,0,0,2,0.666666666666667,0,0,0,0.267857142857143,0.25,0.0892857142857143,2,2,6,0,0,1,0
Georgia,HANCOCK,L0507,F843,12,0,0,0,5,0.833333333333333,1,1,0.166666666666667,5,1,0.833333333333333,9,5,9,1800,1800,1,0
Georgia,HANCOCK,L0396,F376,10,0,0.333333333333333,0.333333333333333,3,1,3,1,1,3,1,1,6,1,15,2500,2500,1,0
Georgia,HANCOCK,L0434,F157,7,0,0,0,1,1,1,1,1,1,1,1,2,0,11,1000,1000,1,0
Georgia,HANCOCK,L0729,F376,4,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0
Georgia,HANCOCK,L0839,F660,7,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0
Georgia,HANCOCK,L0167,F522,10,0,0,0,0,0,0,0,0,0,0,0,7,3,15,2034,2034,0,0
Georgia,HANCOCK,L0167,F047,9,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3000,3000,0,0
Georgia,HANCOCK,L0545,F047,11,0,0,0,1,0.142857142857143,0,0,0,1,1,0.142857142857143,6,4,1,600,600,1,0
Georgia,HANCOCK,L0886,F376,5,0,0.111111111111111,1,2,1,2,1,1,0.981481481481481,0.740740740740741,0.490740740740741,3,1,0,400,400,1,0
Georgia,HANCOCK,L0453,F561,9,0,0,0,5,1,5,1,1,5,1,1,4,3,0,600,600,1,0
Georgia,HANCOCK,L0205,F544,10,0,0,0,4,1,3,1,0.75,4,1,1,6,2,0,0,0,1,0
Georgia,HANCOCK,L0512,F167,7,0,0.333333333333333,0.333333333333333,2,0.4,1,1,0.2,0.974358974358974,0.769230769230769,0.194871794871795,3,3,27,3000,3000,1,0
Georgia,HANCOCK,L1130,F047,10,1,1,1,4,1,2,1,0.5,3,1,0.75,7,3,5,0,0,1,0
Georgia,HANCOCK,L0016,F024,11,0,0,0,3,1,1,1,0.333333333333333,1.375,1,0.458333333333333,3,0,29,8000,8000,1,0
Georgia,HANCOCK,L1175,F063,11,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0
Georgia,HANCOCK,L0143,F202,8,0,0,0,3,1,3,1,1,3,1,1,5,2,56,10500,10500,1,0
Georgia,HANCOCK,L1537,F468,10,0,0.5,0.5,0,0,0,0,0,0,0,0,7,4,9,1800,1800,0,0
Georgia,HANCOCK,L1144,F468,9,0,0,0,4,0.666666666666667,0,0,0,2.66666666666667,1,0.444444444444444,5,4,0,0,0,1,0
Georgia,HANCOCK,L1258,F351,8,0,0,0,3,1,2,1,0.666666666666667,3,1,1,4,2,16,5000,5000,1,0
Georgia,HANCOCK,L0269,F161,6,0,0,0,0,0,0,0,0,0,0,0,1,0,20,3000,3000,0,0
Georgia,HANCOCK,L1072,F376,10,0,0,0,3,0.6,0,0,0,2.5,1,0.5,5,3,0,4000,4000,1,0
Georgia,HANCOCK,L0438,F602,7,0,0.2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
Georgia,HANCOCK,L0473,F376,9,0,0,0,4,1,3,1,0.75,4,1,1,6,3,0,0,0,1,0
Georgia,HANCOCK,L0862,F047,10,0,0,0,1,0.25,0,0,0,1,1,0.25,6,2,0,560,560,1,0
Georgia,HANCOCK,L1292,F693,10,0,0,0,4,1,1,1,0.25,4,1,1,7,2,0,1500,1500,1,0
Georgia,HANCOCK,L0939,F403,5,0,0,0,2,1,0,0,0,2,1,1,3,1,1,500,500,1,0
Georgia,HANCOCK,L0175,F602,8,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
Georgia,HANCOCK,L1185,F468,9,0,0,0,3,0.428571428571429,1,1,0.142857142857143,2.5,1,0.357142857142857,4,3,39,60000,60000,1,0
Georgia,HANCOCK,L0941,F024,13,0,0.5,1,7,1,7,1,1,7,1,1,7,5,21,6000,6000,1,0
Georgia,HANCOCK,L0852,F468,4,0,0.5,1,1,1,1,1,1,1,1,1,2,0,6,10000,10000,1,0
Georgia,HANCOCK,L0811,F371,4,0,0,0,2,1,2,1,1,2,1,1,0,0,0,0,0,1,0
Georgia,HANCOCK,L0910,F533,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2000,2000,0,0
Georgia,HANCOCK,L1398,F602,8,0,0,0,5,0.714285714285714,1,1,0.142857142857143,5,1,0.714285714285714,3,3,39,8000,8000,1,0
Georgia,HANCOCK,L1142,F362,12,0,0,0,5,0.625,0,0,0,0.313131313131313,0.27670913524823,0.0391414141414141,4,4,5,1000,1000,1,0
Georgia,HANCOCK,L1449,F612,7,0,0,0,2,0.4,1,1,0.2,0.9,0.7,0.18,5,4,6,600,600,1,0
Georgia,HANCOCK,L0811,F445,10,0,0,0,6,0.857142857142857,5,1,0.714285714285714,5,1,0.714285714285714,4,4,7,3500,3500,1,0
Georgia,HANCOCK,L1484,F197,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Georgia,HANCOCK,L0453,F134,10,0,0,0,6,1,2,1,0.333333333333333,6,1,1,7,4,2,900,900,1,0
Georgia,HANCOCK,L0318,F602,4,0,0,0,2,0.666666666666667,2,1,0.666666666666667,2,1,0.666666666666667,0,0,43,7000,7000,1,0
Georgia,HANCOCK,L0852,F694,4,0,0,0,3,1,2,1,0.666666666666667,3,1,1,0,0,10,3000,3000,1,0
Georgia,HANCOCK,L1230,F468,3,1,1,1,3,1,2,1,0.666666666666667,3,1,1,2,2,9,1800,1800,1,0
Georgia,HANCOCK,L1245,F376,9,0,0.2,0.6,1,0.25,0,0,0,0.0625,0.0625,0.015625,5,1,4.5,1700,1700,1,0
Georgia,HANCOCK,L0852,F024,4,1,1,1,2,0.666666666666667,2,1,0.666666666666667,2,1,0.666666666666667,0,0,33,35000,35000,1,0
Georgia,HANCOCK,L0802,F546,5,1,1,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0
Georgia,HANCOCK,L0420,F047,5,0,0,0,1,1,0,0,0,1,1,1,0,0,2,0,0,1,0
Georgia,HANCOCK,L1497,F375,6,0,0,0,5,1,2,1,0.4,5,1,1,0,0,0,1000,1400,1,0
Georgia,HANCOCK,L1142,F660,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1200,1200,0,0
Georgia,HANCOCK,L1145,F690,10,0,0,0,5,1,5,1,1,5,1,1,6,3,0,0,0,1,0
Georgia,HANCOCK,L0080,F690,11,0,0,0,6,1,3,1,0.5,6,1,1,8,5,0,0,0,1,0
Georgia,HANCOCK,L0507,F024,9,0,0,0,2,1,2,1,1,2,1,1,6,1,0,0,0,1,0
Georgia,HANCOCK,L0876,F248,5,0,0,0,4,1,3,1,0.75,3.33333333333333,1,0.833333333333333,1,1,0,0,0,1,0
Georgia,HANCOCK,L1620,F035,13,0,0,0,0,0,0,0,0,0,0,0,9,5,0,2000,2000,0,0
Georgia,HANCOCK,L0829,F468,5,0,0,0,0,0,0,0,0,0,0,0,2,1,14,5000,5000,0,0
Georgia,HANCOCK,L1081,F606,10,0,0,0,3,0.75,3,1,0.75,2.6,1,0.65,0,0,6,4000,4000,1,0
Georgia,HANCOCK,L0954,F693,6,0,0,0,3,1,3,1,1,3,1,1,4,2,0,300,300,1,0
Georgia,HANCOCK,L0773,F024,9,0,0,0,0,0,0,0,0,0,0,0,5,2,0,450,450,0,0
Georgia,HANCOCK,L0717,F602,6,1,1,1,3,1,3,1,1,3,1,1,2,2,23,6000,6000,1,0
Georgia,HANCOCK,L0282,F024,9,0,0,0,6,1,3,1,0.5,4.5,1,0.75,5,4,21,1200,1200,1,0
Georgia,HANCOCK,L0685,F468,8,0,0,0,1,0.2,0,0,0,1,1,0.2,6,4,0,0,0,1,0
Georgia,HANCOCK,L0874,F468,6,0,0,0,2,1,1,1,0.5,2,1,1,2,1,0,1000,1000,1,0
Georgia,HANCOCK,L0954,F447,12,0,0,0,6,1,6,1,1,5.5,1,0.916666666666667,7,5,21,4000,4000,1,0
Georgia,HANCOCK,L0053,F196,7,0,0,0,1,0.333333333333333,1,1,0.333333333333333,0.75,0.75,0.25,4,2,0,200,200,1,0
Georgia,HANCOCK,L1574,F468,6,1,1,1,1,0.5,1,1,0.5,1,1,0.5,4,1,0,900,900,1,0
Georgia,HANCOCK,L1232,F602,10,0,0,0,3,0.75,2,1,0.5,3,1,0.75,7,2,0,1800,1800,1,0
Georgia,HANCOCK,L0574,F468,9,0,0,0,2,0.4,0,0,0,1,0.75,0.2,7,3,0,3000,3000,1,0
Georgia,HANCOCK,L0800,F566,7,0,0,0,2,1,0,0,0,1.125,1,0.5625,3,0,14,1800,1800,1,0
Georgia,HANCOCK,L1439,F202,14,0,0,0,9,1,5,1,0.555555555555556,9,1,1,6,5,29,8000,8000,1,0
Georgia,HANCOCK,L0438,F376,9,0,0.0833333333333333,1,2,0.4,2,1,0.4,2,1,0.4,5,2,0,3000,3000,1,0
Georgia,HANCOCK,L0802,F376,11,0,0,0,1,0.2,0,0,0,0.5,0.5,0.1,8,4,1,500,500,1,0
Georgia,HANCOCK,L0686,F024,8,0,0.142857142857143,0.857142857142857,6,1,4,1,0.666666666666667,2.94444444444444,0.995177469135803,0.490740740740741,6,5,2,1500,1500,1,0
Georgia,HANCOCK,L0822,F281,10,0,0,0,0,0,0,0,0,0,0,0,5,4,1,2000,2000,0,0
Georgia,HANCOCK,L1180,F464,8,0,0,0,0,0,0,0,0,0,0,0,5,3,8,1800,1800,0,0
Georgia,HANCOCK,L0269,F602,7,0,0,0,2,0.5,2,1,0.5,2,1,0.5,4,3,7.5,1800,1800,1,0
Georgia,HANCOCK,L1132,F468,10,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0
Georgia,HANCOCK,L1333,F468,7,0,0,0,1,0.333333333333333,1,1,0.333333333333333,1,1,0.333333333333333,2,0,0,1200,1200,1,0
Georgia,HANCOCK,L1059,F169,10,0,0,0,1,0.333333333333333,0,0,0,0.5,0.5,0.166666666666667,7,2,0,100,100,1,0
Georgia,HANCOCK,L1264,F161,7,1,1,1,1,0.5,0,0,0,1,1,0.5,3,0,0,325,325,1,0
Georgia,HANCOCK,L0288,F336,8,1,1,1,3,0.6,2,1,0.4,2.5,1,0.5,3,3,13,6000,6000,1,0
Georgia,HANCOCK,L1599,F047,8,0,0.5,1,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0
Georgia,HANCOCK,L0796,F448,11,0,0,0,6,1,3,1,0.5,5.33333333333333,1,0.888888888888889,7,4,0,0,0,1,0
Georgia,HANCOCK,L1509,F167,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2400,2400,0,0
Georgia,HANCOCK,L1553,F077,6,0,0,0,3,1,2,1,0.666666666666667,3,1,1,2,2,6,0,0,1,0
Georgia,HANCOCK,L1049,F219,9,0,0,0,2,0.4,2,1,0.4,2,1,0.4,6,4,0,0,0,1,0
