state,county,last_sdx_code,frst_sdx_code,hh_size,treat,treat1overN,treatMoverN,confdr_hh_count,frac_confdr_count_men,confdr_hh_count_1861,confdr_hh_binary_1861,frac_confdr_count_men_1861,confdr_hh_MoverN,confdr_any_MoverN,frac_confdr_MoverN_men,children_size,sons_size,slaves_hh_count,realprop_head,realprop_hsum,confdr_hh_binary,battle_county
Florida,ALACHUA,L1257,F602,10,0,0,0,4,1,4,1,1,4,1,1,7,3,0,0,0,1,0
Florida,ALACHUA,L1599,F376,10,1,1,1,7,1,3,1,0.428571428571429,7,1,1,8,6,0,200,200,1,0
Florida,ALACHUA,L1134,F606,5,0,0,0,2,0.666666666666667,0,0,0,1,0.75,0.333333333333333,1,0,0,500,500,1,0
Florida,ALACHUA,L1105,F606,10,1,1,1,4,0.8,3,1,0.6,4,1,0.8,6,4,3,2000,2000,1,0
Florida,ALACHUA,L0783,F656,13,0,0,0,9,0.9,2,1,0.2,9,1,0.9,10,8,0,0,0,1,0
Florida,ALACHUA,L1234,F351,9,0,0,0,3,0.6,1,1,0.2,3,1,0.6,6,3,0,0,0,1,0
Florida,ALACHUA,L1518,F194,8,0,0,0,4,0.666666666666667,2,1,0.333333333333333,4,1,0.666666666666667,6,5,0,0,0,1,0
Florida,ALACHUA,L0498,F376,7,0,0,0,2,1,2,1,1,2,1,1,4,1,0,0,0,1,0
Florida,ALACHUA,L0468,F024,13,0,0,0,0,0,0,0,0,0,0,0,10,5,0,1500,1500,0,0
Florida,ALACHUA,L0988,F024,5,1,1,1,2,1,2,1,1,2,1,1,2,1,3,300,300,1,0
Florida,ALACHUA,L0190,F024,9,0,0.333333333333333,0.333333333333333,5,0.833333333333333,1,1,0.166666666666667,5,1,0.833333333333333,5,3,13,1200,1200,1,0
Florida,ALACHUA,L1123,F602,9,0,0,0,4,0.666666666666667,1,1,0.166666666666667,4,1,0.666666666666667,5,4,0,0,0,1,0
Florida,ALACHUA,L1059,F351,4,0,0,0,2,1,2,1,1,2,1,1,1,0,0,0,0,1,0
Florida,ALACHUA,L0021,F648,10,0,0,0,2,0.666666666666667,1,1,0.333333333333333,2,1,0.666666666666667,6,2,1,1000,1000,1,0
Florida,ALACHUA,L0006,F468,9,0,0,0,6,1,2,1,0.333333333333333,5,1,0.833333333333333,5,4,0,400,400,1,0
Florida,ALACHUA,L0021,F351,11,0,0,0,4,1,3,1,0.75,4,1,1,8,3,0,0,0,1,0
Florida,ALACHUA,L0782,F077,11,0,0.5,0.5,5,1,5,1,1,4.33333333333333,1,0.866666666666667,6,3,9,500,500,1,0
Florida,ALACHUA,L0438,F376,11,0,0.0833333333333333,1,1,0.166666666666667,1,1,0.166666666666667,0.5,0.5,0.0833333333333333,8,4,6,1200,1200,1,0
Florida,ALACHUA,L0042,F876,3,1,1,1,2,1,2,1,1,2,1,1,2,1,3,0,0,1,0
Florida,ALACHUA,L1105,F468,6,0,0.166666666666667,0.833333333333333,2,1,1,1,0.5,2,1,1,3,1,0,0,0,1,0
Florida,ALACHUA,L0986,F169,9,0,0,0,5,1,0,0,0,4.33333333333333,1,0.866666666666667,4,2,0,0,0,1,0
Florida,ALACHUA,L1124,F169,5,0,0,0,2,0.666666666666667,0,0,0,2,1,0.666666666666667,1,0,10,800,800,1,0
Florida,ALACHUA,L0448,F132,11,1,1,1,6,0.857142857142857,2,1,0.285714285714286,6,1,0.857142857142857,9,6,0,0,0,1,0
Florida,BENTON,L1439,F376,8,0,0,0,4,1,1,1,0.25,4,1,1,4,2,0,300,300,1,0
Florida,BENTON,L1252,F471,4,0,0,0,1,0.5,1,1,0.5,1,1,0.5,1,0,0,0,0,1,0
Florida,BENTON,L1306,F372,9,0,0,0,4,1,3,1,0.75,4,1,1,6,3,0,1000,1000,1,0
Florida,CALHOUN,L0512,F281,11,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
Florida,CALHOUN,L1305,F468,5,0,0,0,1,0.25,0,0,0,0.333333333333333,0.333333333333333,0.0833333333333333,1,1,0,0,0,1,0
Florida,CALHOUN,L0297,F104,11,0,0,0,2,1,0,0,0,2,1,1,3,0,0,0,0,1,0
Florida,CALHOUN,L0955,F376,11,0,0,0,6,0.857142857142857,3,1,0.428571428571429,5,1,0.714285714285714,6,3,36,0,0,1,0
Florida,COLUMBIA,L1361,F277,10,0,0,0,2,0.333333333333333,0,0,0,2,1,0.333333333333333,6,3,2,1000,1000,1,0
Florida,COLUMBIA,L1162,F032,8,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
Florida,COLUMBIA,L0457,F024,3,0,0,0,1,0.5,0,0,0,1,1,0.5,1,1,7,0,0,1,0
Florida,COLUMBIA,L0093,F376,11,0,0,0,7,1,2,1,0.285714285714286,7,1,1,5,2,0,1000,1000,1,0
Florida,COLUMBIA,L1596,F716,11,0,0,0,5,0.714285714285714,1,1,0.142857142857143,4,1,0.571428571428571,6,4,0,0,0,1,0
Florida,COLUMBIA,L0456,F336,11,0,0,0,6,1,2,1,0.333333333333333,5,1,0.833333333333333,7,5,0,0,0,1,0
Florida,COLUMBIA,L1501,F035,8,0,0,0,3,0.75,2,1,0.5,3,1,0.75,6,3,0,0,0,1,0
Florida,COLUMBIA,L1082,F376,16,0,0,0,7,0.7,3,1,0.3,7,1,0.7,12,8,0,0,0,1,0
Florida,COLUMBIA,L0031,F063,10,0,0.25,0.25,7,1,5,1,0.714285714285714,7,1,1,8,6,0,1000,1000,1,0
Florida,COLUMBIA,L0031,F148,7,1,1,1,4,0.8,3,1,0.6,4,1,0.8,2,2,2,2000,2000,1,0
Florida,COLUMBIA,L1449,F805,9,0,0,0,6,1,5,1,0.833333333333333,6,1,1,5,4,0,0,0,1,0
Florida,COLUMBIA,L0975,F055,11,0,0.166666666666667,0.833333333333333,6,0.857142857142857,6,1,0.857142857142857,6,1,0.857142857142857,6,4,13,3000,4000,1,0
Florida,COLUMBIA,L1149,F608,11,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0
Florida,COLUMBIA,L1529,F468,9,1,1,1,6,0.857142857142857,4,1,0.571428571428571,6,1,0.857142857142857,2,2,15,1000,1000,1,0
Florida,COLUMBIA,L0091,F024,6,0,0.333333333333333,0.333333333333333,3,1,3,1,1,2.5,1,0.833333333333333,5,2,0,0,0,1,0
Florida,COLUMBIA,L0703,F468,10,0,0,0,0,0,0,0,0,0,0,0,6,3,0,500,500,0,0
Florida,COLUMBIA,L0822,F301,13,0,0,0,7,1,6,1,0.857142857142857,7,1,1,7,3,3,1500,1500,1,0
Florida,COLUMBIA,L0438,F780,7,0,0.333333333333333,0.333333333333333,1,0.25,1,1,0.25,0.5,0.5,0.125,3,2,0,0,0,1,0
Florida,COLUMBIA,L0822,F167,11,1,1,1,4,1,4,1,1,4,1,1,9,3,2,0,0,1,0
Florida,COLUMBIA,L0423,F468,6,1,1,1,4,1,3,1,0.75,4,1,1,4,3,0,0,0,1,0
Florida,COLUMBIA,L1358,F351,8,0,0,0,3,1,1,1,0.333333333333333,3,1,1,5,1,0,0,0,1,0
Florida,COLUMBIA,L1358,F035,11,0,0,0,5,0.833333333333333,2,1,0.333333333333333,5,1,0.833333333333333,7,4,0,0,0,1,0
Florida,COLUMBIA,L0139,F468,7,0,0,0,4,1,2,1,0.5,4,1,1,4,2,0,0,0,1,0
Florida,COLUMBIA,L0975,F024,13,0,0.125,1,7,1,5,1,0.714285714285714,6.5,1,0.928571428571429,8,5,0,0,0,1,0
Florida,COLUMBIA,L1415,F468,12,0,0,0,6,0.857142857142857,3,1,0.428571428571429,6,1,0.857142857142857,9,5,0,500,500,1,0
Florida,COLUMBIA,L1449,F024,13,0,0,0,7,1,5,1,0.714285714285714,7,1,1,8,4,6,200,200,1,0
Florida,COLUMBIA,L1205,F376,9,0,0,0,5,0.714285714285714,4,1,0.571428571428571,5,1,0.714285714285714,6,5,1,0,0,1,0
Florida,COLUMBIA,L0298,F169,8,0,0,0,4,0.666666666666667,0,0,0,4,1,0.666666666666667,5,4,0,0,0,1,0
Florida,COLUMBIA,L1361,F533,6,1,1,1,1,0.25,0,0,0,1,1,0.25,3,2,0,0,0,1,0
Florida,COLUMBIA,L0616,F063,6,0,0,0,1,0.25,0,0,0,1,1,0.25,5,3,0,0,0,1,0
Florida,COLUMBIA,L0309,F468,6,0,0.0714285714285714,0.857142857142857,4,1,4,1,1,4,1,1,3,2,0,0,0,1,0
Florida,COLUMBIA,L0309,F024,11,0,0.0625,0.6875,5,1,5,1,1,5,1,1,9,4,0,0,0,1,0
Florida,COLUMBIA,L0404,F403,7,0,0,0,3,0.75,1,1,0.25,3,1,0.75,4,3,4,0,0,1,0
Florida,COLUMBIA,L0972,F024,6,0,0.5,0.5,4,0.8,3,1,0.6,4,1,0.8,2,2,0,0,0,1,0
Florida,COLUMBIA,L0837,F024,12,0,0,0,2,0.25,0,0,0,2,1,0.25,9,7,3,0,0,1,0
Florida,COLUMBIA,L0403,F561,5,0,0,0,1,0.5,0,0,0,1,1,0.5,1,0,0,0,0,1,0
Florida,COLUMBIA,L0892,F035,10,1,1,1,4,0.8,4,1,0.8,4,1,0.8,8,4,0,500,500,1,0
Florida,COLUMBIA,L1425,F173,3,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0
Florida,COLUMBIA,L0286,F731,6,0,0,0,5,1,4,1,0.8,5,1,1,3,3,0,0,0,1,0
Florida,COLUMBIA,L1396,F336,13,0,0,0,6,0.857142857142857,1,1,0.142857142857143,6,1,0.857142857142857,8,2,5,2800,2800,1,0
Florida,COLUMBIA,L1137,F024,8,0,0,0,4,1,4,1,1,4,1,1,4,1,0,600,600,1,0
Florida,COLUMBIA,L1449,F468,6,0,0.5,1,2,1,2,1,1,2,1,1,0,0,20,3050,3050,1,0
Florida,COLUMBIA,L0102,F606,5,0,0,0,3,1,0,0,0,3,1,1,2,1,0,100,100,1,0
Florida,COLUMBIA,L0404,F678,11,0,0,0,4,0.8,4,1,0.8,4,1,0.8,6,4,4,500,500,1,0
Florida,COLUMBIA,L0511,F417,3,0,0,0,2,1,1,1,0.5,2,1,1,1,1,0,0,0,1,0
Florida,COLUMBIA,L0975,F468,5,0,0.1,1,4,1,4,1,1,4,1,1,1,1,4,0,0,1,0
Florida,DADE,L0298,F865,4,0,0,0,2,0.666666666666667,1,1,0.333333333333333,2,1,0.666666666666667,0,0,0,300,300,1,0
Florida,DUVAL,L0264,F602,12,0,0,0,5,1,1,1,0.2,5,1,1,4,1,0,0,500,1,1
Florida,DUVAL,L1013,F063,7,0,0,0,5,1,1,1,0.2,4.5,1,0.9,3,2,0,0,0,1,1
Florida,DUVAL,L0837,F561,5,1,1,1,2,1,2,1,1,2,1,1,2,0,2,0,0,1,1
Florida,DUVAL,L0359,F602,3,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
Florida,DUVAL,L0281,F047,9,0,0,0,1,0.2,0,0,0,1,1,0.2,2,0,72,30000,30000,1,1
Florida,DUVAL,L1041,F376,8,0,0,0,1,0.25,0,0,0,1,1,0.25,6,3,0,0,0,1,1
Florida,DUVAL,L0190,F609,10,0,0,0,6,1,3,1,0.5,6,1,1,6,3,0,0,0,1,1
Florida,DUVAL,L1529,F650,8,0,0,0,4,0.666666666666667,3,1,0.5,4,1,0.666666666666667,5,4,0,0,0,1,1
Florida,DUVAL,L0188,F468,10,0,0.5,0.5,3,1,3,1,1,3,1,1,6,2,0,0,0,1,1
Florida,DUVAL,L1123,F169,6,0,0,0,1,0.25,1,1,0.25,1,1,0.25,1,0,0,200,200,1,1
Florida,DUVAL,L0649,F047,11,1,1,1,5,0.555555555555556,3,1,0.333333333333333,5,1,0.555555555555556,9,8,0,0,0,1,1
Florida,DUVAL,L0109,F516,6,0,0,0,2,1,0,0,0,2,1,1,2,0,0,0,0,1,1
Florida,ESCAMBIA,L0886,F491,6,1,1,1,1,1,1,1,1,1,1,1,0,0,14,0,0,1,1
Florida,ESCAMBIA,L0762,F281,5,0,0,0,2,0.666666666666667,0,0,0,2,1,0.666666666666667,0,0,3,0,0,1,1
Florida,FRANKLIN,L1247,F468,7,0,0.333333333333333,1,6,1,5,1,0.833333333333333,6,1,1,3,3,9,0,0,1,0
Florida,FRANKLIN,L0572,F077,11,0,0.5,1,2,0.666666666666667,1,1,0.333333333333333,2,1,0.666666666666667,8,2,0,0,0,1,0
Florida,FRANKLIN,L1120,F006,4,0,0,0,1,0.5,0,0,0,1,1,0.5,1,0,0,0,0,1,0
Florida,FRANKLIN,L1396,F383,6,0,0,0,1,1,1,1,1,1,1,1,2,0,15,0,0,1,0
Florida,FRANKLIN,L1483,F035,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Florida,GADSDEN,L1605,F377,7,0,0,0,2,0.666666666666667,2,1,0.666666666666667,2,1,0.666666666666667,3,1,2,500,500,1,0
Florida,GADSDEN,L0257,F468,10,1,1,1,5,0.625,0,0,0,5,1,0.625,8,7,7,2250,2250,1,0
Florida,GADSDEN,L1280,F468,6,0,0,0,2,0.5,1,1,0.25,2,1,0.5,3,2,0,250,250,1,0
Florida,GADSDEN,L0438,F024,9,0,0.0476190476190476,1,2,0.4,0,0,0,2,1,0.4,3,1,30.5,8000,8000,1,0
Florida,GADSDEN,L0016,F550,8,0,0,0,4,0.8,2,1,0.4,4,1,0.8,4,3,17,2600,2600,1,0
Florida,GADSDEN,L0836,F024,10,0,0,0,5,0.833333333333333,1,1,0.166666666666667,5,1,0.833333333333333,5,2,7.5,1000,1000,1,0
Florida,GADSDEN,L0972,F799,15,0,0,0,4,0.8,1,1,0.2,4,1,0.8,13,4,0,600,600,1,0
Florida,GADSDEN,L0886,F024,8,0,0.0909090909090909,1,6,1,4,1,0.666666666666667,6,1,1,3,2,5,1500,1500,1,0
Florida,GADSDEN,L1480,F376,7,1,1,1,2,0.666666666666667,1,1,0.333333333333333,2,1,0.666666666666667,3,0,0,0,0,1,0
Florida,GADSDEN,L0812,F606,7,0,0,0,3,1,0,0,0,3,1,1,5,2,8,4000,4000,1,0
Florida,GADSDEN,L0809,F553,9,0,0,0,4,0.8,1,1,0.2,4,1,0.8,6,4,0,500,500,1,0
Florida,GADSDEN,L1431,F281,11,0,0,0,5,0.714285714285714,0,0,0,4,1,0.571428571428571,7,4,0,1000,1000,1,0
Florida,GADSDEN,L0495,F077,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100,100,0,0
Florida,GADSDEN,L0522,F376,5,0,0,0,3,1,3,1,1,3,1,1,0,0,7.33333333333333,1000,1000,1,0
Florida,GADSDEN,L0782,F065,9,0,0,0,5,1,3,1,0.6,4.66666666666667,1,0.933333333333333,5,2,0,1000,1000,1,0
Florida,GADSDEN,L1476,F468,13,0,0.25,1,8,0.8,6,1,0.6,8,1,0.8,9,7,0,600,600,1,0
Florida,GADSDEN,L1394,F609,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,300,300,0,0
Florida,GADSDEN,L0331,F561,7,0,0,0,1,0.25,0,0,0,1,1,0.25,5,3,0,300,300,1,0
Florida,GADSDEN,L0149,F289,10,0,0,0,2,0.666666666666667,0,0,0,2,1,0.666666666666667,5,2,0,1500,1500,1,0
Florida,GADSDEN,L0372,F288,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1000,1000,0,0
Florida,GADSDEN,L1578,F032,10,0,0,0,5,1,2,1,0.4,5,1,1,8,4,0,400,400,1,0
Florida,GADSDEN,L0509,F468,8,1,1,1,4,1,2,1,0.5,3,1,0.75,6,3,0,1500,1500,1,0
Florida,GADSDEN,L1316,F202,6,0,0,0,1,0.333333333333333,0,0,0,1,1,0.333333333333333,4,2,0,300,300,1,0
Florida,GADSDEN,L1119,F148,6,0,0,0,3,1,1,1,0.333333333333333,3,1,1,3,1,0,1000,1000,1,0
Florida,GADSDEN,L1497,F047,5,0,0,0,0,0,0,0,0,0,0,0,3,2,0,200,200,0,0
Florida,GADSDEN,L0975,F602,5,0,0,0,3,1,3,1,1,3,1,1,2,1,0,250,250,1,0
Florida,GADSDEN,L0522,F063,8,0,0,0,4,1,1,1,0.25,3,1,0.75,3,2,12,1000,1000,1,0
Florida,GADSDEN,L0282,F024,4,1,1,1,2,1,1,1,0.5,2,1,1,2,1,0,200,200,1,0
Florida,GADSDEN,L1410,F167,12,0,0,0,3,0.6,1,1,0.2,3,1,0.6,7,2,0,4000,4000,1,0
Florida,GADSDEN,L1626,F047,10,0,0,0,5,1,0,0,0,5,1,1,7,3,0,1000,1000,1,0
Florida,GADSDEN,L1586,F780,12,0,0,0,6,0.857142857142857,0,0,0,5,1,0.714285714285714,10,6,13,2000,2000,1,0
Florida,GADSDEN,L1181,F129,8,1,1,1,6,1,1,1,0.166666666666667,6,1,1,5,4,3,300,300,1,0
Florida,GADSDEN,L1059,F760,7,0,0,0,3,1,1,1,0.333333333333333,3,1,1,6,2,0,0,0,1,0
Florida,GADSDEN,L1142,F468,7,0,0.0714285714285714,0.642857142857143,5,1,5,1,1,5,1,1,3,2,26,5000,5000,1,0
Florida,HAMILTON,L1132,F024,11,0,0,0,7,0.875,6,1,0.75,6,1,0.75,6,5,0,400,400,1,0
Florida,HAMILTON,L1211,F468,9,0,0.333333333333333,0.666666666666667,5,1,2,1,0.4,5,1,1,6,3,0,0,0,1,0
Florida,HAMILTON,L1436,F063,8,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
Florida,HAMILTON,L0438,F777,9,0,0.5,1,0,0,0,0,0,0,0,0,6,2,13,0,0,0,0
Florida,HAMILTON,L0302,F468,11,0,0,0,6,1,1,1,0.166666666666667,6,1,1,7,4,0,0,0,1,0
Florida,HAMILTON,L0223,F468,8,0,0,0,2,0.666666666666667,1,1,0.333333333333333,2,1,0.666666666666667,3,0,0,800,800,1,0
Florida,HAMILTON,L0438,F365,9,0,0,0,0,0,0,0,0,0,0,0,5,3,6.5,250,250,0,0
Florida,HAMILTON,L0093,F468,6,0,0,0,3,1,2,1,0.666666666666667,3,1,1,2,1,0,0,0,1,0
Florida,HAMILTON,L0363,F202,2,0,0.5,1,2,1,2,1,1,2,1,1,0,0,0,0,0,1,0
Florida,HAMILTON,L1481,F247,11,0,0,0,3,0.428571428571429,1,1,0.142857142857143,3,1,0.428571428571429,5,2,0,250,1450,1,0
Florida,HAMILTON,L0438,F216,8,0,0.5,0.5,0,0,0,0,0,0,0,0,6,4,8,700,700,0,0
Florida,HAMILTON,L0148,F024,8,0,0.333333333333333,1,3,1,1,1,0.333333333333333,3,1,1,4,2,0,2500,2500,1,0
Florida,HAMILTON,L1089,F468,7,0,0.2,0.6,3,1,2,1,0.666666666666667,3,1,1,5,2,0,0,0,1,0
Florida,HAMILTON,L0109,F376,12,0,0,0,7,1,1,1,0.142857142857143,6,1,0.857142857142857,6,3,0,0,0,1,0
Florida,HAMILTON,L0055,F606,9,0,0,0,7,1,4,1,0.571428571428571,7,1,1,6,5,0,0,0,1,0
Florida,HAMILTON,L1419,F158,7,0,0,0,3,0.75,3,1,0.75,3,1,0.75,4,2,10,2200,2200,1,0
Florida,HAMILTON,L0132,F351,8,0,0.333333333333333,0.333333333333333,5,1,1,1,0.2,5,1,1,6,4,1,150,150,1,0
Florida,HAMILTON,L0740,F024,8,0,0.333333333333333,0.666666666666667,7,1,5,1,0.714285714285714,7,1,1,6,6,0,0,0,1,0
Florida,HAMILTON,L0254,F455,7,0,0,0,1,0.2,0,0,0,1,1,0.2,4,3,0,0,0,1,0
Florida,HILLSBOROUGH,L1456,F376,8,1,1,1,5,1,2,1,0.4,5,1,1,5,3,0,1500,1500,1,0
Florida,HILLSBOROUGH,L0985,F533,15,0,0,0,2,0.181818181818182,0,0,0,2,1,0.181818181818182,6,5,0,0,0,1,0
Florida,HILLSBOROUGH,L1245,F468,6,0,0.125,1,3,1,2,1,0.666666666666667,3,1,1,3,1,0,0,0,1,0
Florida,HILLSBOROUGH,L0148,F281,9,0,0,0,3,0.5,1,1,0.166666666666667,3,1,0.5,3,1,0,0,0,1,0
Florida,HILLSBOROUGH,L1089,F024,3,0,0.166666666666667,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
Florida,HOLMES,L0524,F660,9,0,0,0,5,1,2,1,0.4,5,1,1,3,1,1,0,0,1,0
Florida,HOLMES,L0923,F024,10,0,0,0,3,0.75,2,1,0.5,3,1,0.75,8,3,0,0,0,1,0
Florida,HOLMES,L0825,F376,11,0,0.125,0.5,6,0.857142857142857,3,1,0.428571428571429,6,1,0.857142857142857,6,4,0,0,0,1,0
Florida,HOLMES,L0802,F351,5,0,0,0,3,1,1,1,0.333333333333333,3,1,1,2,1,7,0,0,1,0
Florida,HOLMES,L1545,F024,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Florida,HOLMES,L0212,F167,10,1,1,1,5,0.833333333333333,4,1,0.666666666666667,5,1,0.833333333333333,7,5,0,0,0,1,0
Florida,HOLMES,L0188,F055,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
Florida,HOLMES,L0212,F660,7,1,1,1,3,0.75,2,1,0.5,3,1,0.75,4,3,12,0,0,1,0
Florida,HOLMES,L0680,F202,13,0,0,0,3,0.428571428571429,2,1,0.285714285714286,3,1,0.428571428571429,8,4,0,0,0,1,0
Florida,HOLMES,L0341,F024,5,1,1,1,1,0.25,0,0,0,1,1,0.25,3,3,0,0,0,1,0
Florida,JACKSON,L0102,F047,10,1,1,1,0,0,0,0,0,0,0,0,6,3,0,0,20000,0,0
Florida,JACKSON,L0244,F597,14,0,0,0,3,0.5,1,1,0.166666666666667,3,1,0.5,9,4,0,0,0,1,0
Florida,JACKSON,L1065,F468,13,0,0.25,0.25,7,1,5,1,0.714285714285714,7,1,1,8,4,1,0,0,1,0
Florida,JACKSON,L1142,F196,6,0,0,0,3,1,3,1,1,3,1,1,2,2,0,0,0,1,0
Florida,JACKSON,L0812,F694,8,0,0,0,2,0.5,2,1,0.5,2,1,0.5,5,2,0,250,250,1,0
Florida,JACKSON,L0879,F550,6,0,0,0,2,1,1,1,0.5,1.5,1,0.75,4,1,0,0,0,1,0
Florida,JACKSON,L0791,F081,10,0,0,0,1,0.25,0,0,0,1,1,0.25,5,1,0,0,0,1,0
Florida,JACKSON,L0601,F148,5,0,0,0,1,0.25,0,0,0,1,1,0.25,3,2,0,160,160,1,0
Florida,JACKSON,L0309,F468,6,0,0.0714285714285714,0.857142857142857,4,1,4,1,1,4,1,1,3,3,0,0,0,1,0
Florida,JACKSON,L1387,F024,7,1,1,1,2,1,0,0,0,2,1,1,4,0,36,17900,17900,1,0
Florida,JACKSON,L0975,F230,8,0,0.5,0.5,3,1,3,1,1,3,1,1,4,1,33.5,3000,3000,1,0
Florida,JACKSON,L0680,F202,11,0,0,0,4,0.8,4,1,0.8,4,1,0.8,7,2,0,150,150,1,0
Florida,JACKSON,L0149,F376,15,0,0,0,7,0.777777777777778,3,1,0.333333333333333,6.5,1,0.722222222222222,11,7,10,1500,1500,1,0
Florida,JACKSON,L1142,F648,5,0,0,0,2,0.666666666666667,2,1,0.666666666666667,2,1,0.666666666666667,2,1,0,0,0,1,0
Florida,JACKSON,L1093,F531,11,0,0,0,0,0,0,0,0,0,0,0,7,3,0,300,300,0,0
Florida,JACKSON,L1552,F777,10,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0
Florida,JACKSON,L0482,F035,8,0,0,0,1,0.25,1,1,0.25,1,1,0.25,5,2,0,2000,2000,1,0
Florida,JACKSON,L1018,F714,10,0,0,0,1,0.2,0,0,0,1,1,0.2,7,3,0,240,240,1,0
Florida,JACKSON,L0985,F055,8,0,0,0,1,0.25,0,0,0,1,1,0.25,5,2,0,0,0,1,0
Florida,JACKSON,L0385,F660,8,0,0,0,1,0.2,0,0,0,1,1,0.2,4,2,0,1000,1000,1,0
Florida,JACKSON,L0022,F197,11,0,0,0,5,1,1,1,0.2,5,1,1,7,2,0,0,600,1,0
Florida,JACKSON,L0490,F438,10,1,1,1,3,0.6,2,1,0.4,3,1,0.6,7,3,10,0,0,1,0
Florida,JACKSON,L1480,F068,5,0,0,0,2,1,2,1,1,2,1,1,1,0,0,0,0,1,0
Florida,JACKSON,L0149,F422,6,0,0,0,3,0.75,1,1,0.25,3,1,0.75,4,3,0,0,0,1,0
Florida,JACKSON,L0566,F602,4,0,0,0,2,1,1,1,0.5,2,1,1,0,0,43,15000,15000,1,0
Florida,JACKSON,L0958,F077,2,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0,0,2,0,0,1,0
Florida,JACKSON,L0581,F468,10,0,0,0,3,0.75,1,1,0.25,3,1,0.75,7,3,0,0,0,1,0
Florida,JEFFERSON,L0696,F660,8,1,1,1,2,0.666666666666667,0,0,0,2,1,0.666666666666667,3,1,0,0,0,1,0
Florida,JEFFERSON,L0958,F077,6,0,0,0,2,1,0,0,0,1.5,1,0.75,2,0,17,10000,10000,1,0
Florida,JEFFERSON,L0886,F468,9,0,0.0625,1,6,1,6,1,1,6,1,1,6,5,0,0,0,1,0
Florida,JEFFERSON,L1518,F602,6,0,0,0,1,0.333333333333333,0,0,0,1,1,0.333333333333333,2,1,3,1000,1000,1,0
Florida,JEFFERSON,L0147,F376,11,0,0,0,4,1,2,1,0.5,4,1,1,9,3,54,500,500,1,0
Florida,JEFFERSON,L0986,F024,9,1,1,1,4,0.8,1,1,0.2,3.5,1,0.7,4,2,1,1000,1000,1,0
Florida,JEFFERSON,L0080,F024,10,0,0.5,1,4,1,3,1,0.75,4,1,1,5,1,0,0,0,1,0
Florida,JEFFERSON,L1518,F468,8,0,0,0,4,0.8,2,1,0.4,4,1,0.8,4,3,17,7000,7000,1,0
Florida,JEFFERSON,L0986,F351,14,0,0,0,6,1,1,1,0.166666666666667,4.16666666666667,1,0.694444444444445,9,4,0,0,0,1,0
Florida,JEFFERSON,L1459,F024,11,0,0.5,0.5,7,0.875,2,1,0.25,7,1,0.875,8,6,8,2000,2000,1,0
Florida,JEFFERSON,L0147,F223,11,0,0,0,2,0.4,1,1,0.2,2,1,0.4,7,4,1,1800,1800,1,0
Florida,JEFFERSON,L0453,F468,11,0,0,0,5,0.714285714285714,1,1,0.142857142857143,5,1,0.714285714285714,5,2,0,0,0,1,0
Florida,JEFFERSON,L0680,F063,7,1,1,1,6,1,3,1,0.5,6,1,1,2,2,3,1000,1000,1,0
Florida,JEFFERSON,L1013,F561,6,1,1,1,3,0.75,1,1,0.25,3,1,0.75,1,1,0,0,0,1,0
Florida,JEFFERSON,L0821,F210,9,0,0,0,7,1,3,1,0.428571428571429,7,1,1,7,6,14,1000,1000,1,0
Florida,JEFFERSON,L1108,F024,8,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
Florida,JEFFERSON,L0777,F148,10,0,0,0,3,1,3,1,1,3,1,1,6,2,0,300,300,1,0
Florida,JEFFERSON,L0503,F024,6,0,0,0,2,1,0,0,0,2,1,1,3,1,24,6000,6000,1,0
Florida,LEON,L1317,F202,9,0,0,0,2,0.5,1,1,0.25,2,1,0.5,6,3,15,31000,31000,1,1
Florida,LEON,L0894,F202,7,0,0.2,0.6,2,0.666666666666667,1,1,0.333333333333333,2,1,0.666666666666667,3,2,0,600,600,1,1
Florida,LEON,L1164,F743,7,0,0,0,3,0.75,1,1,0.25,3,1,0.75,5,3,0,0,0,1,1
Florida,LEON,L0492,F202,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
Florida,LEON,L0169,F167,6,0,0,0,1,0.5,0,0,0,1,1,0.5,3,1,34,800,800,1,1
Florida,LEON,L0212,F597,9,1,1,1,5,1,4,1,0.8,5,1,1,7,4,27,0,0,1,1
